	meth pos	observed CpG	expected CpG	CpG bias	meth density	median meth %
SpisGene11977	457	304	906.88	0.3352	75.16	90.48
SpisGene11978	5	620	502.9	1.2328	0.4	11.36
SpisGene11979	0	152	140.66	1.0806	0	0
SpisGene11980	0	77	121.33	0.6346	0	0
SpisGene11981	0	148	246.85	0.5996	0	0
SpisGene11982	0	27	33.91	0.7962	0	0
SpisGene11983	0	119	115.71	1.0284	0	0
SpisGene11984	0	55	68.06	0.8081	0	0
SpisGene11985	0	199	211.27	0.9419	0	0
SpisGene11986	11	27	46.5	0.5806	20.37	36.36
SpisGene11987	0	78	98.33	0.7932	0	0
SpisGene11988	0	44	49.22	0.8939	0	0
SpisGene11989	53	63	156.85	0.4017	42.06	17.65
SpisGene11990	0	385	483.62	0.7961	0	0
SpisGene11991	11	232	307.29	0.755	2.37	15.25
SpisGene11992	265	650	1231.16	0.528	20.38	86.67
SpisGene11993	0	95	100.63	0.9441	0	0
SpisGene11994	0	68	95.32	0.7134	0	0
SpisGene11995	144	103	287.53	0.3582	69.9	85.71
SpisGene11996	55	94	138.72	0.6776	29.26	89.47
SpisGene11997	19	30	63.58	0.4718	31.67	86.96
SpisGene11998	132	328	529.95	0.6189	20.12	83.33
SpisGene11999	43	79	192.72	0.4099	27.22	68.75
SpisGene12000	0	197	233.71	0.8429	0	0
SpisGene12001	0	228	281.29	0.8106	0	0
SpisGene12002	0	331	385.7	0.8582	0	0
SpisGene12003	0	248	305.82	0.8109	0	0
SpisGene12004	39	106	234.8	0.4514	18.4	81.25
SpisGene12005	45	171	314.73	0.5433	13.16	64.71
SpisGene12006	153	433	740.9	0.5844	17.67	80.0
SpisGene12007	0	501	524.6	0.955	0	0
SpisGene12008	0	256	265.69	0.9635	0	0
SpisGene12009	0	34	50.55	0.6726	0	0
SpisGene12010	161	510	661.43	0.7711	15.78	84.62
SpisGene12011	61	368	573.52	0.6417	8.29	88.89
SpisGene12012	0	288	322.09	0.8942	0	0
SpisGene12013	215	226	455.28	0.4964	47.57	90.0
SpisGene12014	55	339	468.19	0.7241	8.11	48.28
SpisGene12015	2	65	172.67	0.3764	1.54	10.36
SpisGene12016	0	87	106.88	0.814	0	0
SpisGene12017	0	763	850.04	0.8976	0	0
SpisGene12018	0	39	43.83	0.8898	0	0
SpisGene12019	227	135	267.45	0.5048	84.07	88.89
SpisGene12020	53	53	135.98	0.3898	50.0	85.71
SpisGene12021	28	57	115.12	0.4951	24.56	56.82
SpisGene12022	0	638	756.9	0.8429	0	0
SpisGene12023	0	219	247.81	0.8837	0	0
SpisGene12024	201	511	767.44	0.6659	19.67	71.43
SpisGene12025	176	161	507.52	0.3172	54.66	83.33
SpisGene12026	276	189	772.94	0.2445	73.02	87.5
SpisGene12027	31	238	353.68	0.6729	6.51	91.67
SpisGene12028	12	40	133.24	0.3002	15.0	59.57
SpisGene12029	109	943	1193.39	0.7902	5.78	88.89
SpisGene12030	50	125	265.92	0.4701	20.0	62.02
SpisGene12031	47	46	172.52	0.2666	51.09	87.5
SpisGene12032	3	378	375.51	1.0066	0.4	5.77
SpisGene12033	0	86	105.78	0.813	0	0
SpisGene12035	201	104	202.24	0.5142	96.63	81.82
SpisGene12036	0	365	980.18	0.3724	0	0
SpisGene12037	6	179	161.26	1.11	1.68	55.88
SpisGene12038	0	151	183.51	0.8228	0	0
SpisGene12039	233	144	469.0	0.307	80.9	83.33
SpisGene12040	4	45	64.33	0.6995	4.44	93.93
SpisGene12041	123	105	250.1	0.4198	58.57	83.33
SpisGene12042	334	239	658.91	0.3627	69.87	50.0
SpisGene12043	2	88	93.01	0.9461	1.14	2.29
SpisGene12044	18	475	505.31	0.94	1.89	3.72
SpisGene12045	0	47	61.02	0.7702	0	0
SpisGene12046	1	178	259.96	0.6847	0.28	0.0
SpisGene12047	0	40	48.13	0.8311	0	0
SpisGene12048	0	469	560.11	0.8373	0	0
SpisGene12049	0	544	648.81	0.8385	0	0
SpisGene12050	0	418	529.25	0.7898	0	0
SpisGene12051	0	62	78.25	0.7923	0	0
SpisGene12052	112	410	349.72	1.1724	13.66	51.47
SpisGene12053	0	22	49.36	0.4457	0	0
SpisGene12054	0	109	140.55	0.7755	0	0
SpisGene12055	0	96	90.93	1.0558	0	0
SpisGene12056	267	202	479.34	0.4214	66.09	82.35
SpisGene12057	16	34	77.4	0.4393	23.53	91.24
SpisGene12058	131	124	294.42	0.4212	52.82	57.14
SpisGene12059	42	229	446.38	0.513	9.17	83.33
SpisGene12060	0	168	176.26	0.9531	0	0
SpisGene12061	213	189	480.52	0.3933	56.35	73.33
SpisGene12062	12	44	83.42	0.5275	13.64	88.85
SpisGene12063	69	54	185.15	0.2917	63.89	77.78
SpisGene12064	132	366	723.56	0.5058	18.03	86.52
SpisGene12065	76	73	208.87	0.3495	52.05	85.36
SpisGene12066	37	26	71.86	0.3618	71.15	44.44
SpisGene12067	117	167	343.37	0.4864	35.03	83.33
SpisGene12068	7	140	187.44	0.7469	2.5	25.0
SpisGene12069	116	82	236.35	0.3469	70.73	92.26
SpisGene12070	74	46	71.03	0.6476	80.43	83.77
SpisGene12071	43	58	154.2	0.3761	37.07	88.46
SpisGene12072	12	19	38.75	0.4903	31.58	67.71
SpisGene12073	18	30	103.77	0.2891	30.0	86.67
SpisGene12074	14	29	50.62	0.5729	24.14	39.69
SpisGene12075	66	191	388.98	0.491	17.28	86.19
SpisGene12076	10	176	235.48	0.7474	2.84	93.54
SpisGene12077	44	55	121.26	0.4536	40.0	79.29
SpisGene12078	2	111	263.03	0.422	0.9	80.91
SpisGene12079	257	167	466.17	0.3582	76.95	87.5
SpisGene12080	0	329	351.71	0.9354	0	0
SpisGene12081	85	47	99.92	0.4704	90.43	91.67
SpisGene12082	100	168	324.08	0.5184	29.76	83.67
SpisGene12083	3	25	56.1	0.4456	6.0	30.0
SpisGene12084	18	26	58.57	0.4439	34.62	91.39
SpisGene12085	80	71	280.21	0.2534	56.34	81.82
SpisGene12086	3	560	606.15	0.9239	0.27	0.0
SpisGene12087	361	594	979.42	0.6065	30.39	77.78
SpisGene12088	97	143	222.89	0.6416	33.92	84.21
SpisGene12089	46	162	284.83	0.5688	14.2	91.99
SpisGene12090	0	39	52.08	0.7488	0	0
SpisGene12091	61	110	222.42	0.4946	27.73	87.5
SpisGene12092	216	319	516.49	0.6176	33.86	84.21
SpisGene12093	109	288	470.43	0.6122	18.92	81.25
SpisGene12094	0	90	93.42	0.9634	0	0
SpisGene12095	0	138	170.66	0.8086	0	0
SpisGene12096	0	296	337.29	0.8776	0	0
SpisGene12097	0	295	356.55	0.8274	0	0
SpisGene12098	0	250	357.93	0.6985	0	0
SpisGene12099	0	758	898.0	0.8441	0	0
SpisGene12100	0	152	149.78	1.0148	0	0
SpisGene12101	0	284	346.69	0.8192	0	0
SpisGene12102	0	69	84.38	0.8177	0	0
SpisGene12103	421	2672	3762.39	0.7102	7.88	83.33
SpisGene12104	0	92	108.94	0.8445	0	0
SpisGene12105	120	484	665.11	0.7277	12.4	87.08
SpisGene12106	0	316	300.22	1.0526	0	0
SpisGene12107	122	221	486.65	0.4541	27.6	73.21
SpisGene12108	268	685	1059.65	0.6464	19.56	86.52
SpisGene12109	0	84	96.72	0.8685	0	0
SpisGene12110	0	202	242.33	0.8336	0	0
SpisGene12111	0	31	41.61	0.745	0	0
SpisGene12112	0	221	247.95	0.8913	0	0
SpisGene12113	6	376	432.15	0.8701	0.8	30.3
SpisGene12114	99	89	167.1	0.5326	55.62	88.24
SpisGene12115	0	461	530.04	0.8697	0	0
SpisGene12116	3	611	438.95	1.392	0.25	30.0
SpisGene12117	74	130	162.52	0.7999	28.46	60.36
SpisGene12118	0	75	78.47	0.9558	0	0
SpisGene12119	159	329	492.63	0.6678	24.16	83.33
SpisGene12120	0	113	121.06	0.9334	0	0
SpisGene12121	104	389	536.47	0.7251	13.37	73.21
SpisGene12122	9	240	245.83	0.9763	1.88	12.2
SpisGene12123	0	70	85.2	0.8216	0	0
SpisGene12124	32	92	204.16	0.4506	17.39	51.0
SpisGene12125	11	133	133.0	1.0	4.14	17.65
SpisGene12126	2	204	186.39	1.0945	0.49	5.49
SpisGene12127	0	87	166.61	0.5222	0	0
SpisGene12128	0	206	217.01	0.9493	0	0
SpisGene12129	76	127	168.09	0.7555	29.92	80.91
SpisGene12130	85	225	413.42	0.5442	18.89	83.33
SpisGene12131	50	140	309.31	0.4526	17.86	80.0
SpisGene12132	0	95	91.24	1.0412	0	0
SpisGene12133	0	43	85.4	0.5035	0	0
SpisGene12134	0	108	150.56	0.7173	0	0
SpisGene12135	0	76	102.18	0.7438	0	0
SpisGene12136	0	85	129.18	0.658	0	0
SpisGene12137	0	41	64.21	0.6385	0	0
SpisGene12138	4	1044	1048.66	0.9956	0.19	4.34
SpisGene12139	0	469	525.93	0.8918	0	0
SpisGene12140	124	444	645.18	0.6882	13.96	88.89
SpisGene12141	0	46	53.95	0.8526	0	0
SpisGene12142	6	107	126.67	0.8447	2.8	17.65
SpisGene12143	109	238	327.43	0.7269	22.9	82.35
SpisGene12144	38	56	111.61	0.5017	33.93	80.38
SpisGene12145	106	115	264.29	0.4351	46.09	90.91
SpisGene12146	23	35	97.42	0.3593	32.86	85.71
SpisGene12147	128	181	326.48	0.5544	35.36	87.5
SpisGene12148	2	31	43.06	0.7199	3.23	33.81
SpisGene12149	66	156	277.23	0.5627	21.15	71.01
SpisGene12150	0	213	193.24	1.1023	0	0
SpisGene12151	0	37	41.84	0.8843	0	0
SpisGene12152	0	268	280.37	0.9559	0	0
SpisGene12153	3	84	65.73	1.278	1.79	5.56
SpisGene12154	0	200	226.7	0.8822	0	0
SpisGene12155	0	99	103.19	0.9594	0	0
SpisGene12156	7	421	257.62	1.6342	0.83	4.69
SpisGene12157	2	53	78.52	0.675	1.89	13.75
SpisGene12158	19	163	137.02	1.1896	5.83	8.14
SpisGene12159	33	447	520.97	0.858	3.69	16.62
SpisGene12160	0	525	580.22	0.9048	0	0
SpisGene12161	0	504	487.71	1.0334	0	0
SpisGene12162	39	65	144.21	0.4507	30.0	90.48
SpisGene12163	32	35	96.8	0.3616	45.71	91.29
SpisGene12164	19	60	85.54	0.7014	15.83	87.5
SpisGene12165	0	188	366.07	0.5136	0	0
SpisGene12166	168	179	466.15	0.384	46.93	89.47
SpisGene12167	1	441	449.5	0.9811	0.11	11.54
SpisGene12168	0	20	47.0	0.4255	0	0
SpisGene12169	0	47	25.81	1.821	0	0
SpisGene12170	7	331	347.72	0.9519	1.06	5.26
SpisGene12171	109	121	224.49	0.539	45.04	84.0
SpisGene12172	99	160	436.19	0.3668	30.94	89.47
SpisGene12173	0	622	641.66	0.9694	0	0
SpisGene12174	16	376	453.51	0.8291	2.13	24.17
SpisGene12175	667	953	1421.95	0.6702	34.99	85.71
SpisGene12176	19	385	579.7	0.6641	2.47	57.14
SpisGene12177	0	82	83.9	0.9774	0	0
SpisGene12178	105	70	312.99	0.2236	75.0	90.0
SpisGene12179	2	41	43.15	0.9502	2.44	6.25
SpisGene12180	58	47	152.74	0.3077	61.7	81.53
SpisGene12181	10	19	30.0	0.6333	26.32	78.46
SpisGene12182	0	409	494.88	0.8265	0	0
SpisGene12183	0	76	129.86	0.5852	0	0
SpisGene12184	0	744	826.4	0.9003	0	0
SpisGene12185	97	76	269.57	0.2819	63.82	87.5
SpisGene12186	49	57	100.85	0.5652	42.98	88.89
SpisGene12187	0	498	566.15	0.8796	0	0
SpisGene12188	0	76	79.07	0.9612	0	0
SpisGene12189	0	221	285.04	0.7753	0	0
SpisGene12190	2	21	20.19	1.0401	4.76	40.62
SpisGene12191	43	51	174.56	0.2922	42.16	80.0
SpisGene12192	63	65	148.5	0.4377	48.46	80.0
SpisGene12193	0	115	112.4	1.0231	0	0
SpisGene12194	16	289	382.25	0.756	2.77	13.93
SpisGene12195	0	22	44.59	0.4934	0	0
SpisGene12196	0	22	44.59	0.4934	0	0
SpisGene12197	4	66	121.79	0.5419	3.03	37.29
SpisGene12198	3	479	554.81	0.8634	0.31	50.0
SpisGene12199	2	24	54.33	0.4417	4.17	10.0
SpisGene12200	43	115	231.13	0.4976	18.7	87.5
SpisGene12201	355	538	1002.55	0.5366	32.99	81.82
SpisGene12202	224	591	652.67	0.9055	18.95	57.14
SpisGene12203	22	90	138.66	0.6491	12.22	84.52
SpisGene12204	55	45	170.09	0.2646	61.11	90.0
SpisGene12205	95	106	287.18	0.3691	44.81	84.21
SpisGene12206	16	407	458.27	0.8881	1.97	47.0
SpisGene12207	140	107	365.82	0.2925	65.42	92.31
SpisGene12208	18	370	385.94	0.9587	2.43	42.86
SpisGene12209	0	194	140.83	1.3775	0	0
SpisGene12210	4	540	556.36	0.9706	0.37	10.82
SpisGene12211	13	35	54.79	0.6388	18.57	82.35
SpisGene12212	149	489	786.13	0.622	15.24	86.36
SpisGene12213	0	107	129.18	0.8283	0	0
SpisGene12214	1	367	419.77	0.8743	0.14	0.0
SpisGene12215	0	41	72.68	0.5641	0	0
SpisGene12216	0	21	37.14	0.5654	0	0
SpisGene12217	0	10	34.14	0.2929	0	0
SpisGene12218	0	35	56.61	0.6183	0	0
SpisGene12219	20	375	399.65	0.9383	2.67	15.66
SpisGene12220	0	32	43.66	0.7329	0	0
SpisGene12221	6	600	701.52	0.8553	0.5	10.26
SpisGene12222	51	76	88.8	0.8559	33.55	13.86
SpisGene12223	0	306	364.25	0.8401	0	0
SpisGene12224	8	581	650.86	0.8927	0.69	21.98
SpisGene12225	121	101	307.0	0.329	59.9	88.89
SpisGene12226	40	89	194.63	0.4573	22.47	79.29
SpisGene12227	0	162	165.24	0.9804	0	0
SpisGene12228	0	251	279.82	0.897	0	0
SpisGene12229	93	273	519.14	0.5259	17.03	81.82
SpisGene12230	0	40	37.67	1.0619	0	0
SpisGene12231	0	353	351.56	1.0041	0	0
SpisGene12232	46	76	99.65	0.7627	30.26	82.25
SpisGene12233	0	681	822.71	0.8278	0	0
SpisGene12234	111	183	265.86	0.6883	30.33	84.62
SpisGene12235	218	134	420.77	0.3185	81.34	89.47
SpisGene12236	187	149	400.02	0.3725	62.75	84.62
SpisGene12237	44	84	157.97	0.5317	26.19	84.17
SpisGene12238	0	194	222.89	0.8704	0	0
SpisGene12239	27	31	111.22	0.2787	43.55	85.0
SpisGene12240	0	206	205.85	1.0007	0	0
SpisGene12241	0	13	27.46	0.4734	0	0
SpisGene12242	51	172	293.24	0.5866	14.83	85.71
SpisGene12243	34	94	141.58	0.6639	18.09	4.97
SpisGene12244	0	46	68.39	0.6726	0	0
SpisGene12245	0	112	176.08	0.6361	0	0
SpisGene12246	0	134	217.72	0.6155	0	0
SpisGene12247	45	111	144.32	0.7691	20.27	22.54
SpisGene12248	18	102	180.72	0.5644	8.82	10.91
SpisGene12249	0	161	221.62	0.7265	0	0
SpisGene12250	0	62	100.93	0.6143	0	0
SpisGene12251	5	72	77.03	0.9347	3.47	15.79
SpisGene12252	35	93	197.71	0.4704	18.82	13.04
SpisGene12253	58	52	83.9	0.6198	55.77	18.01
SpisGene12254	3	162	217.13	0.7461	0.93	26.67
SpisGene12255	2	83	222.06	0.3738	1.2	10.17
SpisGene12256	34	157	258.89	0.6064	10.83	25.23
SpisGene12257	0	32	46.02	0.6953	0	0
SpisGene12258	0	63	120.59	0.5224	0	0
SpisGene12259	6	56	93.45	0.5993	5.36	15.93
SpisGene12260	0	161	281.49	0.572	0	0
SpisGene12261	0	63	56.96	1.106	0	0
SpisGene12262	49	97	77.17	1.257	25.26	58.33
SpisGene12263	3	61	73.56	0.8293	2.46	6.52
SpisGene12264	10	35	116.59	0.3002	14.29	72.38
SpisGene12265	3	668	726.78	0.9191	0.22	10.71
SpisGene12266	2	101	109.23	0.9247	0.99	25.0
SpisGene12267	10	49	198.11	0.2473	10.2	15.97
SpisGene12268	0	95	98.19	0.9675	0	0
SpisGene12269	1	224	300.72	0.7449	0.22	26.83
SpisGene12270	0	64	91.59	0.6988	0	0
SpisGene12271	0	121	105.66	1.1452	0	0
SpisGene12272	317	514	767.75	0.6695	30.84	88.24
SpisGene12273	4	21	47.79	0.4394	9.52	85.76
SpisGene12274	90	269	413.69	0.6502	16.73	69.35
SpisGene12275	5	147	193.93	0.758	1.7	9.8
SpisGene12276	218	442	830.36	0.5323	24.66	90.0
SpisGene12277	0	121	178.22	0.6789	0	0
SpisGene12278	0	65	73.32	0.8865	0	0
SpisGene12279	0	162	163.1	0.9933	0	0
SpisGene12280	58	1631	1866.21	0.874	1.78	15.77
SpisGene12281	61	706	803.23	0.879	4.32	25.58
SpisGene12282	0	137	91.17	1.5027	0	0
SpisGene12283	0	193	224.03	0.8615	0	0
SpisGene12284	0	204	228.49	0.8928	0	0
SpisGene12285	2	33	76.07	0.4338	3.03	10.87
SpisGene12286	0	14	22.17	0.6315	0	0
SpisGene12287	76	119	227.68	0.5227	31.93	66.67
SpisGene12288	0	81	92.52	0.8755	0	0
SpisGene12289	0	30	61.38	0.4888	0	0
SpisGene12290	0	50	53.11	0.9414	0	0
SpisGene12291	4	19	49.09	0.387	10.53	74.68
SpisGene12292	14	27	63.01	0.4285	25.93	92.71
SpisGene12293	68	507	668.69	0.7582	6.71	86.93
SpisGene12294	112	1474	1429.13	1.0314	3.8	86.67
SpisGene12295	45	171	294.35	0.5809	13.16	83.33
SpisGene12296	0	428	355.42	1.2042	0	0
SpisGene12297	0	89	96.84	0.919	0	0
SpisGene12298	0	147	292.44	0.5027	0	0
SpisGene12299	0	87	100.56	0.8652	0	0
SpisGene12300	136	292	495.2	0.5897	23.29	86.52
SpisGene12301	119	207	438.42	0.4721	28.74	81.82
SpisGene12302	0	146	179.63	0.8128	0	0
SpisGene12303	267	826	1135.99	0.7271	16.16	80.0
SpisGene12304	0	98	94.64	1.0355	0	0
SpisGene12305	0	153	131.33	1.165	0	0
SpisGene12306	0	133	140.28	0.9481	0	0
SpisGene12307	7	134	138.95	0.9644	2.61	35.71
SpisGene12308	0	347	387.75	0.8949	0	0
SpisGene12309	117	93	183.1	0.5079	62.9	78.57
SpisGene12310	178	126	352.24	0.3577	70.63	86.67
SpisGene12311	0	55	65.84	0.8354	0	0
SpisGene12312	0	120	113.65	1.0559	0	0
SpisGene12313	23	210	171.88	1.2218	5.48	16.33
SpisGene12314	156	165	318.13	0.5187	47.27	62.2
SpisGene12315	1	25	62.83	0.3979	2.0	22.22
SpisGene12316	1	142	198.08	0.7169	0.35	90.0
SpisGene12317	0	56	72.06	0.7771	0	0
SpisGene12318	28	215	315.03	0.6825	6.51	18.18
SpisGene12319	179	309	440.23	0.7019	28.96	87.5
SpisGene12320	0	64	56.72	1.1283	0	0
SpisGene12321	36	57	100.11	0.5694	31.58	89.97
SpisGene12322	62	75	145.88	0.5141	41.33	79.37
SpisGene12323	145	109	206.83	0.527	66.51	75.0
SpisGene12324	346	269	541.25	0.497	64.31	85.71
SpisGene12325	106	787	1021.41	0.7705	6.73	84.21
SpisGene12326	43	181	205.79	0.8795	11.88	3.78
SpisGene12327	72	819	1073.78	0.7627	4.4	73.61
SpisGene12328	221	132	383.95	0.3438	83.71	82.35
SpisGene12329	39	51	104.14	0.4897	38.24	90.91
SpisGene12330	36	78	147.05	0.5304	23.08	93.93
SpisGene12331	25	32	78.06	0.4099	39.06	90.91
SpisGene12332	0	69	75.49	0.914	0	0
SpisGene12333	0	123	103.84	1.1845	0	0
SpisGene12334	77	448	580.95	0.7712	8.59	81.82
SpisGene12335	43	246	356.86	0.6893	8.74	80.0
SpisGene12336	0	519	558.78	0.9288	0	0
SpisGene12337	0	33	34.71	0.9507	0	0
SpisGene12338	163	105	235.91	0.4451	77.62	88.89
SpisGene12339	152	160	352.78	0.4535	47.5	81.82
SpisGene12340	0	39	55.02	0.7088	0	0
SpisGene12341	134	463	575.37	0.8047	14.47	88.89
SpisGene12342	131	222	422.17	0.5259	29.5	85.0
SpisGene12343	362	913	1142.33	0.7992	19.82	84.21
SpisGene12344	0	593	646.12	0.9178	0	0
SpisGene12345	0	58	50.87	1.1402	0	0
SpisGene12346	0	170	195.77	0.8684	0	0
SpisGene12347	0	118	111.76	1.0558	0	0
SpisGene12348	0	67	54.46	1.2303	0	0
SpisGene12349	0	62	61.3	1.0114	0	0
SpisGene12350	12	386	429.62	0.8985	1.55	33.44
SpisGene12351	10	88	141.06	0.6238	5.68	16.67
SpisGene12352	0	114	146.48	0.7783	0	0
SpisGene12353	0	546	764.53	0.7142	0	0
SpisGene12354	11	557	704.16	0.791	0.99	18.18
SpisGene12355	3	959	1221.08	0.7854	0.16	3.33
SpisGene12356	1	794	784.15	1.0126	0.06	4.17
SpisGene12357	0	29	32.41	0.8948	0	0
SpisGene12358	0	150	177.81	0.8436	0	0
SpisGene12359	1	129	204.06	0.6322	0.39	8.11
SpisGene12360	0	456	561.58	0.812	0	0
SpisGene12361	0	460	608.17	0.7564	0	0
SpisGene12362	0	487	564.97	0.862	0	0
SpisGene12363	0	804	748.06	1.0748	0	0
SpisGene12364	13	256	310.09	0.8256	2.54	14.29
SpisGene12365	17	693	861.58	0.8043	1.23	10.69
SpisGene12366	0	45	77.68	0.5793	0	0
SpisGene12367	0	177	198.92	0.8898	0	0
SpisGene12368	0	24	71.51	0.3356	0	0
SpisGene12369	34	426	420.86	1.0122	3.99	14.37
SpisGene12370	0	942	1107.52	0.8505	0	0
SpisGene12371	1	938	1156.82	0.8108	0.05	6.67
SpisGene12372	3	1007	1217.16	0.8273	0.15	28.57
SpisGene12373	0	258	342.86	0.7525	0	0
SpisGene12374	0	65	74.54	0.872	0	0
SpisGene12375	0	49	66.7	0.7346	0	0
SpisGene12376	2	336	392.67	0.8557	0.3	7.42
SpisGene12377	269	291	677.96	0.4292	46.22	53.33
SpisGene12378	66	181	303.79	0.5958	18.23	83.33
SpisGene12379	0	76	69.47	1.094	0	0
SpisGene12380	13	24	85.28	0.2814	27.08	73.33
SpisGene12381	23	14	70.99	0.1972	82.14	85.71
SpisGene12382	0	228	137.96	1.6527	0	0
SpisGene12383	0	282	301.46	0.9354	0	0
SpisGene12384	2	104	177.79	0.585	0.96	3.17
SpisGene12385	61	32	47.0	0.6809	95.31	4.94
SpisGene12386	6	64	99.23	0.645	4.69	37.0
SpisGene12387	21	199	345.22	0.5764	5.28	13.19
SpisGene12388	0	48	67.37	0.7125	0	0
SpisGene12389	0	41	43.56	0.9412	0	0
SpisGene12390	6	102	109.2	0.9341	2.94	25.0
SpisGene12391	43	329	384.44	0.8558	6.53	17.86
SpisGene12392	0	67	99.97	0.6702	0	0
SpisGene12393	31	257	269.92	0.9521	6.03	76.92
SpisGene12394	118	272	350.21	0.7767	21.69	47.99
SpisGene12395	134	67	164.2	0.408	100.0	41.67
SpisGene12396	103	78	112.43	0.6938	66.03	43.4
SpisGene12397	4	8	50.39	0.1588	25.0	18.26
SpisGene12398	0	30	40.05	0.7491	0	0
SpisGene12399	0	102	90.34	1.1291	0	0
SpisGene12400	118	237	386.44	0.6133	24.89	82.09
SpisGene12401	8	284	252.67	1.124	1.41	26.14
SpisGene12402	75	81	140.29	0.5774	46.3	85.71
SpisGene12403	114	96	191.12	0.5023	59.38	72.38
SpisGene12404	0	60	84.54	0.7097	0	0
SpisGene12405	0	78	72.03	1.0829	0	0
SpisGene12406	60	175	173.56	1.0083	17.14	11.03
SpisGene12407	0	91	89.24	1.0197	0	0
SpisGene12408	80	318	478.71	0.6643	12.58	85.0
SpisGene12409	36	107	162.6	0.6581	16.82	82.58
SpisGene12410	0	113	127.72	0.8847	0	0
SpisGene12411	13	36	73.19	0.4919	18.06	6.25
SpisGene12412	0	13	40.5	0.321	0	0
SpisGene12413	0	113	138.52	0.8158	0	0
SpisGene12414	57	50	116.21	0.4303	57.0	80.0
SpisGene12415	1	161	168.82	0.9537	0.31	5.41
SpisGene12416	185	235	483.67	0.4859	39.36	86.96
SpisGene12417	10	229	258.78	0.8849	2.18	18.2
SpisGene12418	0	133	145.62	0.9133	0	0
SpisGene12419	0	756	836.1	0.9042	0	0
SpisGene12420	132	152	312.2	0.4869	43.42	87.5
SpisGene12421	69	82	236.49	0.3467	42.07	81.82
SpisGene12422	45	284	483.51	0.5874	7.92	66.67
SpisGene12423	699	2760	4088.8	0.675	12.66	82.14
SpisGene12424	89	106	157.28	0.674	41.98	7.32
SpisGene12425	66	95	279.43	0.34	34.74	45.99
SpisGene12426	31	54	129.06	0.4184	28.7	87.5
SpisGene12427	182	153	445.84	0.3432	59.48	90.0
SpisGene12428	0	74	67.91	1.0897	0	0
SpisGene12429	11	176	321.31	0.5478	3.12	35.29
SpisGene12430	31	50	39.93	1.2522	31.0	57.69
SpisGene12431	86	69	146.58	0.4707	62.32	87.5
SpisGene12432	40	40	106.2	0.3766	50.0	91.11
SpisGene12433	76	437	582.77	0.7499	8.7	80.0
SpisGene12434	0	66	62.4	1.0577	0	0
SpisGene12435	28	272	256.33	1.0611	5.15	20.0
SpisGene12436	0	55	52.04	1.0569	0	0
SpisGene12437	0	358	393.69	0.9093	0	0
SpisGene12438	21	64	172.0	0.3721	16.41	92.31
SpisGene12439	88	204	318.41	0.6407	21.57	33.33
SpisGene12440	0	279	322.53	0.865	0	0
SpisGene12441	11	6	46.3	0.1296	91.67	77.27
SpisGene12442	71	192	286.13	0.671	18.49	78.95
SpisGene12443	0	107	118.01	0.9067	0	0
SpisGene12444	0	79	80.83	0.9774	0	0
SpisGene12445	161	254	498.91	0.5091	31.69	83.33
SpisGene12446	9	58	79.43	0.7302	7.76	61.9
SpisGene12447	0	182	252.86	0.7198	0	0
SpisGene12448	0	63	64.0	0.9844	0	0
SpisGene12449	0	51	54.59	0.9342	0	0
SpisGene12450	222	626	931.71	0.6719	17.73	83.33
SpisGene12451	0	89	87.26	1.0199	0	0
SpisGene12452	0	335	385.45	0.8691	0	0
SpisGene12453	0	60	55.64	1.0784	0	0
SpisGene12454	243	164	344.41	0.4762	74.09	85.71
SpisGene12455	20	31	111.43	0.2782	32.26	93.1
SpisGene12456	34	44	144.51	0.3045	38.64	85.71
SpisGene12457	0	149	156.0	0.9551	0	0
SpisGene12458	166	637	640.73	0.9942	13.03	87.5
SpisGene12459	1	506	391.71	1.2918	0.1	3.92
SpisGene12460	0	298	308.67	0.9654	0	0
SpisGene12461	0	206	222.12	0.9274	0	0
SpisGene12462	0	265	318.41	0.8323	0	0
SpisGene12463	6	396	360.03	1.0999	0.76	8.45
SpisGene12464	0	62	74.61	0.831	0	0
SpisGene12465	0	42	46.65	0.9003	0	0
SpisGene12466	16	66	85.04	0.7761	12.12	6.28
SpisGene12467	0	41	62.12	0.66	0	0
SpisGene12468	0	490	532.39	0.9204	0	0
SpisGene12469	0	214	250.1	0.8557	0	0
SpisGene12470	6	36	86.29	0.4172	8.33	12.45
SpisGene12471	0	209	240.32	0.8697	0	0
SpisGene12472	0	407	509.36	0.799	0	0
SpisGene12473	0	187	191.78	0.9751	0	0
SpisGene12474	0	208	255.13	0.8153	0	0
SpisGene12475	17	102	98.71	1.0333	8.33	6.06
SpisGene12476	0	166	173.6	0.9562	0	0
SpisGene12477	0	746	753.55	0.99	0	0
SpisGene12478	280	205	402.77	0.509	68.29	85.71
SpisGene12479	35	1063	1087.75	0.9772	1.65	63.16
SpisGene12480	0	43	73.68	0.5836	0	0
SpisGene12481	0	70	92.62	0.7558	0	0
SpisGene12482	95	91	233.18	0.3903	52.2	86.36
SpisGene12483	182	122	342.72	0.356	74.59	88.24
SpisGene12484	25	28	87.75	0.3191	44.64	88.89
SpisGene12485	0	246	290.65	0.8464	0	0
SpisGene12486	54	94	227.58	0.413	28.72	81.53
SpisGene12487	107	100	201.16	0.4971	53.5	83.33
SpisGene12488	0	137	143.92	0.9519	0	0
SpisGene12489	8	1696	1660.04	1.0217	0.24	9.84
